freq_low_mhz,freq_high_mhz,country_code,region,service,status,application,typical_devices,modulation,power_limit,channel_spacing_khz,regulatory_ref,notes,verified,verification_status
960,1164,UK,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,"DME, TACAN (RAF/Royal Navy), JTIDS/MIDS (Link 16 for NATO interoperability). NATS operates civilian DME network.","DME: Thales DME 435, Honeywell KDM 706A; TACAN: BAE Systems; MIDS: BAE MIDS-LVT","Pulse pairs (DME/TACAN), TDMA (Link 16)",DME: up to 2 kW peak; TACAN: up to 3.5 kW peak,1000,Ofcom UK Plan / ICAO Annex 10 / UK Air Navigation Order,UK/NATS operates DME as part of IFR navigation infrastructure. RAF uses TACAN and MIDS/Link 16.,True,
960,1164,DE,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,"DME (DFS Deutsche Flugsicherung operates civilian DME), TACAN (Luftwaffe/Bundeswehr), MIDS/Link 16.","DME: Thales DME 435, Selex/Leonardo DME; TACAN: Rohde & Schwarz; MIDS: BAE MIDS-LVT","Pulse pairs (DME/TACAN), TDMA (Link 16)",DME: up to 2 kW peak,1000,BNetzA / DFS / ICAO Annex 10 / Luftverkehrsgesetz (LuftVG),DFS Deutsche Flugsicherung operates the German DME network. Bundeswehr uses TACAN.,True,
960,1164,ES,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,DME (ENAIRE operates Spanish civilian DME/TACAN collocated stations).,"Thales DME 435, Indra DME systems",Pulse pairs (DME),DME: up to 2 kW peak,1000,CNAF / ENAIRE / ICAO Annex 10,Spain's ANSP (ENAIRE) operates DME network. Many TACAN/DME collocated (VORTAC).,True,
960,1164,IT,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,DME (ENAV operates Italian civilian DME network).,"Thales DME 435, Leonardo DME",Pulse pairs (DME),DME: up to 2 kW peak,1000,MIMIT / ENAV / ICAO Annex 10,Italy's ANSP (ENAV) operates DME network.,True,
960,1164,CH,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,DME (Skyguide operates Swiss DME network).,"Thales DME 435, Honeywell DME",Pulse pairs (DME),DME: up to 2 kW peak,1000,OFCOM (Swiss) / Skyguide / ICAO Annex 10,Skyguide is Switzerland's ANSP. Operates DME for IFR navigation.,True,
960,1164,RU,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,"DME (Rosaeronavigation operates Russian DME network), TACAN (Russian military equivalent: RSBN/PRMG system uses different frequencies but DME also deployed).","Russian-made DME (NITA/RNII KP), Thales DME (at major international airports)",Pulse pairs (DME),DME: up to 2 kW peak,1000,Russian TRFA / Rosaeronavigation / ICAO Annex 10,Russia uses standard ICAO DME alongside its legacy RSBN system. International airports have ICAO-standard DME.,True,
960,1164,CN,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION,Allocated,DME (CAAC/ATMB operates Chinese DME network). China has one of the world's densest DME networks due to rapid airport expansion.,"CETC (China Electronics) DME, Thales DME 435, Honeywell KDM 706A",Pulse pairs (DME),DME: up to 2 kW peak,1000,MIIT / CAAC / ICAO Annex 10,China's rapid aviation growth has led to dense DME deployment. CAAC/ATMB manages ATC infrastructure.,True,
1030,1030,FR,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,"Secondary Surveillance Radar (SSR) interrogation frequency. Ground radar and airborne TCAS send interrogations on 1030 MHz. Aircraft transponder replies on 1090 MHz. Mode A (identity), Mode C (altitude), Mode S (selective address). Also used by military IFF (Identification Friend or Foe).","Ground: Thales RSM970S SSR, Raytheon ASR-11/Mode S, Indra MSSR-1, Leonardo SIR-S; TCAS airborne: Honeywell TPA-100D, Collins TCAS-94 (TTR-4100), Garmin GTS 800/825; Military IFF: BAE Systems AN/APX-118 (fighter IFF), AN/APX-119 (NATO)","Pulse modulation: Mode A/C uses P1-P3 pulses (0.8 us width, 8 us P1-P3 spacing for Mode A, 21 us for Mode C); Mode S uses P1+P2+P6 (P6 contains DPSK-modulated 56 or 112-bit data block). TCAS whisper-shout interrogation.",Ground SSR radar: up to 2 kW peak (typically 1.2 kW); TCAS: up to 250W peak (54 dBm); Military IFF: up to 2 kW peak,,ICAO Annex 10 Vol IV (Surveillance Radar and Collision Avoidance Systems) / EUROCAE ED-73E (Mode S) / ITU-R M.1464,"1030 MHz is THE worldwide SSR interrogation frequency. All countries use it identically. This is a single-frequency, not a band. The paired reply frequency is 1090 MHz.",True,
1030,1030,US,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation frequency. FAA operates extensive Mode S SSR network. TCAS (Traffic Collision Avoidance System) mandated on all transport aircraft. Military IFF (SIF/Mark XII/Mark XIIA).,"Ground: Raytheon ASR-11 (ATCBI-6 Mode S), Northrop Grumman AN/TPS-80 (military); TCAS: Honeywell TPA-100D, Collins TTR-4100 (TCAS-94); Military IFF: BAE Systems AN/APX-118/119, Raytheon AN/TPX-56",Pulse (Mode A/C/S) as per ICAO Annex 10; Military IFF Mark XIIA adds Mode 5 (spread spectrum encrypted),Ground SSR: up to 2 kW peak; TCAS: up to 250W peak; IFF: up to 2 kW peak,,FCC 47 CFR 87.187 / FAA Order 6190.8 / FAR 91.215 (transponder requirement) / ICAO Annex 10 Vol IV,"FAA mandates transponders (Mode C or S) in all airspace above 10,000 ft MSL and within Class B/C airspace. US military extensively uses IFF.",True,
1030,1030,UK,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. NATS operates UK SSR network. RAF uses military IFF.,"Ground: Thales RSM970S, Raytheon (NATS sites); TCAS: Honeywell TPA-100D; IFF: BAE Systems",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak; TCAS: up to 250W peak,,Ofcom / UK Air Navigation Order 2016 / ICAO Annex 10 Vol IV,NATS operates UK SSR. Transponder mandatory in most controlled airspace.,True,
1030,1030,DE,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. DFS Deutsche Flugsicherung operates German SSR network. Luftwaffe uses IFF.,"Ground: Thales RSM970S, Hensoldt (ex-Airbus DS) ASR; TCAS: Honeywell, Collins",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,BNetzA / DFS / ICAO Annex 10 Vol IV,DFS operates German SSR network. Transponder mandatory in German controlled airspace (per LuftVO).,True,
1030,1030,ES,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. ENAIRE operates Spanish SSR network.,"Ground: Indra MSSR-1 (Mode S), Thales RSM970S",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,CNAF / ENAIRE / ICAO Annex 10 Vol IV,ENAIRE uses Indra-manufactured Mode S SSR radars (Spanish industry).,True,
1030,1030,IT,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. ENAV operates Italian SSR network.,"Ground: Leonardo (ex-Selex) SIR-S Mode S SSR, Thales RSM970S",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,MIMIT / ENAV / ICAO Annex 10 Vol IV,ENAV uses Leonardo-manufactured SSR systems (Italian industry).,True,
1030,1030,CH,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. Skyguide operates Swiss SSR network.,"Thales RSM970S, Honeywell TCAS",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,OFCOM (Swiss) / Skyguide / ICAO Annex 10 Vol IV,Skyguide operates SSR for Swiss airspace.,True,
1030,1030,RU,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. Russian Federation uses ICAO-standard SSR at international airports. Military uses both ICAO SSR and Russian-specific IFF systems.,"NITA MSSR, Almaz-Antey Condensator-96 SSR, Lira-A SSR (Russian-made); International: Thales/Raytheon at some airports",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,Russian TRFA / Rosaeronavigation / ICAO Annex 10 Vol IV,"Russia manufactures its own SSR systems (Almaz-Antey, NITA) but follows ICAO 1030/1090 MHz standard.",True,
1030,1030,CN,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Interrogation),Allocated,SSR interrogation. CAAC/ATMB operates Chinese SSR network. Rapid expansion to support massive air traffic growth.,"CETC (China Electronics) SSR, Thales RSM970S (at major hubs), Raytheon (legacy)",Pulse (Mode A/C/S) per ICAO Annex 10,Ground SSR: up to 2 kW peak,,MIIT / CAAC / ICAO Annex 10 Vol IV,China is rapidly deploying Mode S SSR to replace older Mode A/C installations as air traffic volume grows.,True,
1090,1090,FR,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,"SSR transponder reply frequency (Mode A/C/S) and ADS-B Extended Squitter (1090ES). EU mandate: Commission Implementing Regulation (EU) 2020/587 (amending 1207/2011) requires ADS-B Out capability for IFR aircraft in European airspace since June 7, 2020. DSNA (Direction des services de la navigation aerienne) operates French ADS-B ground stations.","Aircraft transponders: Garmin GTX 345 (GA), Garmin GTX 335 (GA), Collins TDR-94D (transport), Honeywell KT 73 (GA), uAvionix tailBeaconX (light aircraft), Trig TT22; Ground ADS-B receivers: Thales, Leonardo; Hobbyist receivers: FlightAware Pro Stick Plus, RTL-SDR Blog V3 dongle + dump1090-mutability, AirNav RadarBox, Flightradar24 receiver kit","PPM (Pulse Position Modulation), 1 Mbps data rate. ADS-B Extended Squitter format: DF17 (Downlink Format 17), 112-bit message (56-bit ME field contains position, velocity, identity). Mode S short reply: 56 bits. Mode S long reply: 112 bits.",Transponder: 125-500W peak (21-27 dBm average); ADS-B 1090ES: minimum 75W peak (Class A1/A2 per EUROCAE ED-102A); TCAS reply: up to 250W peak,,EU Commission Implementing Regulation 2020/587 (amending 1207/2011) / ICAO Annex 10 Vol IV / EUROCAE ED-102A (ADS-B) / ED-73E (Mode S) / RTCA DO-260B,1090 MHz is THE worldwide SSR reply and ADS-B broadcast frequency. EU ADS-B mandate effective since 7 June 2020 for IFR flights. ADS-B ground network integrated into EUROCONTROL surveillance data.,True,
1090,1090,US,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,"SSR transponder reply and ADS-B 1090ES. US ADS-B mandate: FAR 91.225/91.227 requires ADS-B Out since January 1, 2020 for aircraft operating in Class A/B/C airspace, above Class C, within 30 nm of Class B, and above 10,000 ft MSL. FAA accepts both 1090ES and 978 UAT (978 MHz, US-only below 18,000 ft).","Aircraft: Garmin GTX 345/335, Collins TDR-94D, Honeywell KT 73, uAvionix skyBeacon/tailBeaconX, Lynx NGT-9000, FreeFlight RANGR; GA encoders: Garmin GDL 88; Hobbyist: FlightAware Pro Stick Plus (1090 MHz optimized), RTL-SDR dongle + dump1090-fa, ADS-B Exchange, PiAware, Flightradar24 kit, ADSBHub, OpenSky Network feeder","PPM (Pulse Position Modulation), 1 Mbps. ADS-B DF17 Extended Squitter (112-bit). US also uses 978 MHz UAT as alternative (see separate entry).",Transponder: 125-500W peak; ADS-B 1090ES: minimum 75W peak per RTCA DO-260B / TSO-C166b,,FAR 14 CFR 91.225 / 91.227 / TSO-C166b (1090ES) / TSO-C154c (UAT) / RTCA DO-260B (MOPS for 1090ES) / AC 20-165B,"US ADS-B mandate effective January 1, 2020. US is unique in allowing 978 UAT as an alternative to 1090ES below FL180. Above FL180, only 1090ES is accepted.",True,
1090,1090,UK,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. UK follows ICAO and retained EU ADS-B mandate requirements post-Brexit. NATS operates ground ADS-B network.,"Aircraft: Garmin GTX 345/335, Collins TDR-94D, Trig TT21/TT22; Hobbyist: FlightAware Pro Stick Plus, RTL-SDR, Flightradar24 receiver, ADS-B Exchange feeder, PiAware on Raspberry Pi","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,UK Air Navigation Order 2016 / UK retained EU Reg 1207/2011 / ICAO Annex 10 Vol IV / CAP 1391,UK retained ADS-B Out mandate post-Brexit. CAA/NATS operate integrated ADS-B/SSR surveillance.,True,
1090,1090,DE,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. DFS operates ground ADS-B stations. EU ADS-B mandate applies.,"Aircraft: Garmin GTX 345/335, Collins TDR-94D, Trig TT22; Hobbyist: FlightAware, Flightradar24, RTL-SDR + dump1090","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,EU Reg 2020/587 / ICAO Annex 10 Vol IV / LuftVO,EU ADS-B mandate applies. DFS integrates ADS-B data into German ATC surveillance.,True,
1090,1090,ES,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. ENAIRE operates ground ADS-B stations. EU ADS-B mandate applies.,"Aircraft transponders (Garmin, Collins, Honeywell); Hobbyist receivers (FlightAware, RTL-SDR)","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,EU Reg 2020/587 / ICAO Annex 10 Vol IV / CNAF,EU ADS-B mandate applies. ENAIRE operates Spanish ADS-B network.,True,
1090,1090,IT,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. ENAV operates ground ADS-B stations. EU ADS-B mandate applies.,"Aircraft transponders (Garmin, Collins, Leonardo); Hobbyist receivers (FlightAware, RTL-SDR); Leonardo SIR-S ground station","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,EU Reg 2020/587 / ICAO Annex 10 Vol IV / MIMIT,EU ADS-B mandate applies. ENAV operates Italian ADS-B network. Leonardo manufactures ground ADS-B receivers.,True,
1090,1090,CH,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. Skyguide operates ground ADS-B network. Switzerland follows ICAO/EUROCONTROL standards.,"Aircraft transponders (Garmin, Collins); Hobbyist receivers (FlightAware, RTL-SDR); Thales ground ADS-B","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,OFCOM (Swiss) / Skyguide / ICAO Annex 10 Vol IV / EUROCONTROL standards,Switzerland follows EUROCONTROL/ICAO ADS-B requirements despite not being EU. Skyguide integrates ADS-B data.,True,
1090,1090,RU,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. Russia mandated ADS-B for IFR flights in Russian airspace. Rosaeronavigation operates ground ADS-B network.,"Aircraft transponders (international types); Russian-made MSSR and ADS-B receivers (NITA, Almaz-Antey); Hobbyist: RTL-SDR, Flightradar24","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,Russian Federal Aviation Rules / Rosaeronavigation / ICAO Annex 10 Vol IV,Russia mandated ADS-B Out for IFR flights. Ground network uses both Russian-manufactured and international equipment.,True,
1090,1090,CN,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (SSR Transponder Reply + ADS-B 1090ES),Allocated,SSR transponder reply and ADS-B 1090ES. CAAC mandated ADS-B for Chinese airspace. China has deployed one of the world's largest ADS-B ground networks to support rapidly growing air traffic.,"Aircraft transponders (Collins, Honeywell, CETC/AVIC Chinese-made); CETC ADS-B ground stations; Hobbyist: Flightradar24 feeders (limited due to regulations)","PPM, 1 Mbps, DF17 Extended Squitter",Transponder: 125-500W peak,,CAAC Advisory Circular AC-91-FS-2015-28 / ICAO Annex 10 Vol IV / MIIT,CAAC mandated ADS-B for IFR flights in Chinese Class A/B/C airspace. China manufactured domestic ADS-B equipment (CETC/AVIC) to reduce foreign dependency.,True,
1087,1093,FR,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz for ADS-B and Mode S transponder operations. ITU footnote 5.328A designates this sub-band for ADS-B applications within the broader aeronautical radionavigation allocation.,Same as 1090 MHz entry -- this is the protection bandwidth around the 1090 MHz center frequency,"PPM (1090 MHz center, signals occupy ~2-3 MHz bandwidth around center)",Same as 1090 MHz entry,,ITU RR Footnote 5.328B / ICAO Annex 10 Vol IV / EU Reg 2020/587,1087-1093 MHz is the bandwidth protection zone for 1090 MHz ADS-B/Mode S. The actual signal is centered on 1090 MHz but occupies approximately 2-6 MHz depending on pulse shape. This applies uniformly to all countries. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,US,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz for ADS-B and Mode S. Same worldwide allocation.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / FAR 91.225/91.227 / RTCA DO-260B,Protection bandwidth around 1090 MHz. Uniform worldwide. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,UK,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / UK Air Navigation Order,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,DE,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / LuftVO,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,ES,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / CNAF,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,IT,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / MIMIT,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,CH,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / OFCOM (Swiss),Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,RU,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / Russian TRFA,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
1087,1093,CN,Worldwide (ICAO / ITU),AERONAUTICAL RADIONAVIGATION (ADS-B / Mode S protection band),Allocated,Protection band around 1090 MHz.,Same as 1090 MHz entry,PPM (1090 MHz center),Same as 1090 MHz entry,,ITU RR Footnote 5.328B / MIIT / CAAC,Uniform worldwide allocation. [FACTCHECK CORRECTION: ITU RR footnote 5.328B (not 5.328A) applies to ADS-B/RSS protection. Protection band is 1087.7-1092.3 MHz.],True,
915,921,FR,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,"Upper SRD data network band per EU Decision 2018/1538 (915-921 MHz). Used for Sigfox uplink channels, advanced metering, IoT data networks. Core minimum 917.4-919.4 MHz must be available; some countries open wider 915-921 MHz.","Sigfox endpoints (sensors, meters, trackers), LoRa EU868 extended (overflow), AMI smart meter modules, Wize protocol devices (GRDF, Suez water meters -- note Wize primarily at 169 MHz but some at 868 MHz band)","DBPSK (Sigfox UNB uplink), GFSK, LoRa CSS",25 mW ERP (non-specific SRD); up to 500 mW ERP for network-connected SRDs per EU Decision 2018/1538,200,EU Decision 2018/1538 / ARCEP TNRBF / ERC/REC 70-03 Annex 1 / ETSI EN 300 220,915-921 MHz is the upper portion of the SRD data network band. The minimum mandatory core is 917.4-919.4 MHz. France fully implements the wider 915-921 MHz band.,True,
915,921,DE,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,Upper SRD data network band. Germany implements the EU Decision 2018/1538 for 915-921 MHz.,"Sigfox endpoints, AMI modules, IoT sensors (Bosch, Siemens)","DBPSK (Sigfox), GFSK, LoRa CSS",25 mW ERP (non-specific); 500 mW ERP (network SRDs),200,BNetzA / EU Decision 2018/1538 / ERC/REC 70-03,Germany implements the full 915-921 MHz SRD data network band.,True,
915,921,UK,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,Upper SRD data network band. UK retains post-Brexit.,"Sigfox endpoints, AMI modules, IoT sensors","DBPSK (Sigfox), GFSK",25 mW ERP (non-specific); 500 mW ERP (network SRDs),200,Ofcom IR 2030 / ETSI EN 300 220,UK retains 915-921 MHz SRD allocation post-Brexit.,True,
915,921,ES,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,Upper SRD data network band per EU Decision 2018/1538.,"Sigfox endpoints, AMI modules, IoT sensors","DBPSK (Sigfox), GFSK",25 mW ERP (non-specific); 500 mW ERP (network SRDs),200,CNAF / EU Decision 2018/1538,Spain implements per EU Decision.,True,
915,921,IT,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,Upper SRD data network band per EU Decision 2018/1538.,"Sigfox endpoints, AMI modules, IoT sensors","DBPSK (Sigfox), GFSK",25 mW ERP (non-specific); 500 mW ERP (network SRDs),200,MIMIT / EU Decision 2018/1538,Italy implements per EU Decision.,True,
915,921,CH,Europe / ITU Region 1,SRD Data Networks (Network-connected SRDs) - upper band,Allocated,Upper SRD data network band. Switzerland follows CEPT framework.,"Sigfox endpoints, AMI modules, IoT sensors, Swisscom LPN devices","DBPSK (Sigfox), GFSK",25 mW ERP (non-specific); 500 mW ERP (network SRDs),200,OFCOM (Swiss) / ECC/DEC/(06)08,Switzerland implements as CEPT member.,True,
915,921,RU,ITU Region 1,MOBILE (GSM-900 Uplink continuation),Allocated,This band is part of the GSM-900 uplink in Russia (890-915 MHz) and the GSM-900 downlink guard/transition (915-925 MHz). Russia does NOT implement the EU SRD data network allocation in 915-921 MHz.,"GSM/LTE base stations and handsets (MTS, MegaFon, Beeline, Tele2)","GMSK (GSM), SC-FDMA (LTE)",Licensed cellular,200,Russian TRFA / GRFC,Russia does NOT have SRD allocations in 915-921 MHz. This is cellular/mobile spectrum in Russia.,True,
915,921,CN,ITU Region 3,MOBILE (GSM-900 UL) / RFID,Allocated,Part of GSM-900 uplink (890-915) and the 920-925 MHz RFID band in China (partial overlap). China does NOT have EU SRD data network allocation here. China permits UHF RFID in 920-925 MHz under MIIT Regulation [2007] No. 16.,"920-925: RFID readers (Invengo, Impinj Speedway -- Chinese market), NB-IoT modules","ASK/PIE (RFID), GMSK (GSM), NB-IoT OFDMA/SC-FDMA",RFID 920-925: 2W ERP per MIIT Regulation [2007] No. 16,,MIIT Regulation [2007] No. 16 (RFID 920-925 MHz) / MIIT Radio Regulation Bureau,"915-920 MHz is cellular in China. 920-925 MHz is China's UHF RFID band (separate regulation, NOT ISM). China LoRa uses 470-510 MHz, NOT 900 MHz.",True,
915,928,US,ITU Region 2,ISM / SRD (upper portion of 902-928 MHz ISM band),Shared,"Upper portion of US ISM band. Contains LoRaWAN US915 downlink channels (923.3-927.5 MHz, 8 channels x 500 kHz). Also: Z-Wave US at 908.42 MHz is below this sub-range but within the wider 902-928 ISM. RFID UHF readers, Amazon Sidewalk, Wi-SUN smart grid.","LoRa gateways (RAK2287, Kerlink, Multitech Conduit), RFID readers (Impinj R420, Zebra FX9600), Sensus FlexNet meters","LoRa CSS (downlink SF7-SF12, 500 kHz BW), FHSS, FSK",FHSS: 1W conducted (30 dBm) + 6 dBi antenna; DSSS: 1W conducted,500,FCC 47 CFR Part 15.247 / Part 15.249,"LoRaWAN US915 downlink: 8 channels at 923.3, 923.9, 924.5, 925.1, 925.7, 926.3, 926.9, 927.5 MHz (500 kHz BW each).",True,
920,925,CN,ITU Region 3,RFID (UHF),Allocated,"China's UHF RFID frequency band. Used for logistics, supply chain, retail inventory tracking. NOT ISM -- regulated by MIIT. LoRa in China does NOT use this band (uses 470-510 CN470 plan instead).","Invengo XC-RF807 RFID reader, Impinj Speedway R420 (Chinese market version), Alien ALR-F800 (Chinese band), RFID tags (Impinj Monza, NXP UCODE)","ASK/PIE (interrogator to tag), FM0/Miller (tag to interrogator) per ISO 18000-6C (EPC Gen2)",2W ERP (33 dBm) per MIIT Regulation [2007] No. 16,250,MIIT Regulation [2007] No. 16 / GB/T 29768-2013 (Chinese UHF RFID standard),China's UHF RFID band is 920-925 MHz. This is NARROWER than US (902-928) or EU (865-868 MHz RFID). Different from ETSI 865-868 MHz RFID and FCC 902-928 MHz RFID.,True,
865,868,FR,Europe / ITU Region 1,RFID (UHF) - EU band,Allocated,"EU UHF RFID band (865-868 MHz) per ECC/REC 70-03 Annex 11 and ETSI EN 302 208. Used for logistics, retail, library RFID. This is the EU equivalent of US 902-928 MHz RFID.","Impinj Speedway R420 (EU version), Zebra FX9600 (EU), CAEN RFID Ion, Nordic ID, RFID tags (Impinj Monza R6, NXP UCODE 8/9)","ASK/PIE (reader to tag), FM0/Miller (tag to reader) per ISO 18000-6C (EPC Gen2)",2W ERP (33 dBm) per ECC/DEC/(06)07; LBT (Listen Before Talk) required per ETSI EN 302 208,200,ECC/DEC/(06)07 / ECC/REC 70-03 Annex 11 / ETSI EN 302 208 / ARCEP,EU RFID UHF band at 865-868 MHz is DIFFERENT from US (902-928) and China (920-925). EU requires LBT (Listen Before Talk) per EN 302 208 which US does not. Lower total power (2W ERP) vs US (4W EIRP).,True,
